mlabel,value,chindex,chlabel,bini,binlabel,ERPset
mean_amplitude,2.988,1,O2,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.400,2,O1,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.598,3,OZ,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.314,4,PZ,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.103,5,P4,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.389,6,CP4,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.742,7,P8,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.467,8,C4,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.054,9,TP8,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.184,10,T8,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.382,11,P7,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.406,12,P3,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.363,13,CP3,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.756,14,CPZ,1,Related_Low,s07_medsplt_dif
mean_amplitude,3.054,15,CZ,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.586,16,FC4,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.763,17,FT8,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.457,18,TP7,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.460,19,C3,1,Related_Low,s07_medsplt_dif
mean_amplitude,3.102,20,FCZ,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.911,21,FZ,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.314,22,F4,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.281,23,F8,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.652,24,T7,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.158,25,FT7,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.715,26,FC3,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.481,27,F3,1,Related_Low,s07_medsplt_dif
mean_amplitude,1.462,28,FP2,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.198,29,F7,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.113,30,FP1,1,Related_Low,s07_medsplt_dif
mean_amplitude,2.525,1,O2,2,Related_High,s07_medsplt_dif
mean_amplitude,2.128,2,O1,2,Related_High,s07_medsplt_dif
mean_amplitude,2.022,3,OZ,2,Related_High,s07_medsplt_dif
mean_amplitude,2.139,4,PZ,2,Related_High,s07_medsplt_dif
mean_amplitude,1.612,5,P4,2,Related_High,s07_medsplt_dif
mean_amplitude,1.254,6,CP4,2,Related_High,s07_medsplt_dif
mean_amplitude,1.114,7,P8,2,Related_High,s07_medsplt_dif
mean_amplitude,1.056,8,C4,2,Related_High,s07_medsplt_dif
mean_amplitude,0.512,9,TP8,2,Related_High,s07_medsplt_dif
mean_amplitude,0.061,10,T8,2,Related_High,s07_medsplt_dif
mean_amplitude,1.288,11,P7,2,Related_High,s07_medsplt_dif
mean_amplitude,2.145,12,P3,2,Related_High,s07_medsplt_dif
mean_amplitude,2.064,13,CP3,2,Related_High,s07_medsplt_dif
mean_amplitude,2.116,14,CPZ,2,Related_High,s07_medsplt_dif
mean_amplitude,2.039,15,CZ,2,Related_High,s07_medsplt_dif
mean_amplitude,1.062,16,FC4,2,Related_High,s07_medsplt_dif
mean_amplitude,1.142,17,FT8,2,Related_High,s07_medsplt_dif
mean_amplitude,0.916,18,TP7,2,Related_High,s07_medsplt_dif
mean_amplitude,1.827,19,C3,2,Related_High,s07_medsplt_dif
mean_amplitude,1.629,20,FCZ,2,Related_High,s07_medsplt_dif
mean_amplitude,1.201,21,FZ,2,Related_High,s07_medsplt_dif
mean_amplitude,0.906,22,F4,2,Related_High,s07_medsplt_dif
mean_amplitude,0.300,23,F8,2,Related_High,s07_medsplt_dif
mean_amplitude,0.936,24,T7,2,Related_High,s07_medsplt_dif
mean_amplitude,0.764,25,FT7,2,Related_High,s07_medsplt_dif
mean_amplitude,1.733,26,FC3,2,Related_High,s07_medsplt_dif
mean_amplitude,0.930,27,F3,2,Related_High,s07_medsplt_dif
mean_amplitude,-0.055,28,FP2,2,Related_High,s07_medsplt_dif
mean_amplitude,0.931,29,F7,2,Related_High,s07_medsplt_dif
mean_amplitude,0.065,30,FP1,2,Related_High,s07_medsplt_dif
mean_amplitude,-0.030,1,O2,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.352,2,O1,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.434,3,OZ,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.747,4,PZ,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.989,5,P4,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-1.183,6,CP4,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-1.009,7,P8,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-1.156,8,C4,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-1.757,9,TP8,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-2.273,10,T8,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-1.693,11,P7,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.701,12,P3,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.812,13,CP3,3,Unrelated_Low,s07_medsplt_dif
mean_amplitude,-0.393,14,CPZ,3,Unrelated_Low,s07_medsplt_dif
